# dynamical charge structure factor of generlized Kondo-Heisenberg model
# t=0.5 U=10 Jh=10 L=200 n=1.33 S=1/2
# k, omega, N(k,omega)

0.89 2.1 0.00223201
0.89 2.15 0.00229803
0.89 2.2 0.00235188
0.89 2.25 0.00217409
0.89 2.3 0.00233605
0.89 2.35 0.0023339
0.89 2.4 0.00270936
0.89 2.45 0.00280591
0.89 2.5 0.00302021
0.89 2.55 0.00310017
0.89 2.6 0.00373331
0.89 2.65 0.00398442
0.89 2.7 0.00428414
0.89 2.75 0.00460918
0.89 2.8 0.00475605
0.89 2.85 0.00468906
0.89 2.9 0.00503835
0.89 2.95 0.00548999
0.89 3 0.00521273
0.89 3.05 0.00517018
0.89 3.1 0.00491487
0.89 3.15 0.00564327
0.89 3.2 0.00656089
0.89 3.25 0.00576354
0.89 3.3 0.00622511
0.89 3.35 0.00619143
0.89 3.4 0.00696679
0.89 3.45 0.00729971
0.89 3.5 0.00772677
0.89 3.55 0.00744338
0.89 3.6 0.00814895
0.89 3.65 0.00873095
0.89 3.7 0.00956499
0.89 3.75 0.0101458
0.89 3.8 0.0111246
0.89 3.85 0.0118585
0.89 3.9 0.0125429
0.89 3.95 0.0105455
0.89 4 0.0073968
0.89 4.05 0.00472351
0.89 4.1 0.00314696
0.89 4.15 0.00228306
0.89 4.2 0.00175489
0.89 4.25 0.00139849
0.89 4.3 0.00115465
0.89 4.35 0.000960568
0.89 4.4 0.00082511
0.89 4.45 0.000708903
0.89 4.5 0.000623602
0.89 4.55 0.000542965
0.89 4.6 0.000488908
0.89 4.65 0.000456601
0.89 4.7 0.000393249
0.89 4.75 0.000366648
0.89 4.8 0.000329118
0.89 4.85 0.00030576
0.89 4.9 0.00028279
0.89 4.95 0.000272426
0.89 5 0.000246733
0.895 0 5.38881e-05
0.895 0.05 5.70399e-05
0.895 0.1 5.99435e-05
0.895 0.15 6.15778e-05
0.895 0.2 6.36812e-05
0.895 0.25 6.65914e-05
0.895 0.3 7.04626e-05
0.895 0.35 7.35655e-05
0.895 0.4 7.85294e-05
0.895 0.45 8.39598e-05
0.895 0.5 8.6016e-05
0.895 0.55 9.18423e-05
0.895 0.6 9.18742e-05
0.895 0.65 0.000106125
0.895 0.7 0.000113813
0.895 0.75 0.000120951
0.895 0.8 0.00013073
0.895 0.85 0.000133671
0.895 0.9 0.000132353
0.895 0.95 0.000153232
0.895 1 0.000175607
0.895 1.05 0.000170478
0.895 1.1 0.000245638
0.895 1.15 0.000276014
0.895 1.2 0.000372135
0.895 1.25 0.000377674
0.895 1.3 0.000545509
0.895 1.35 0.000713729
0.895 1.4 0.000957381
0.895 1.45 0.00133913
0.895 1.5 0.00147558
0.895 1.55 0.00173109
0.895 1.6 0.00175137
0.895 1.65 0.00170555
0.895 1.7 0.00188711
0.895 1.75 0.00198748
0.895 1.8 0.00199582
0.895 1.85 0.00197442
0.895 1.9 0.00202657
0.895 1.95 0.00197613
0.895 2 0.00218522
0.895 2.05 0.00209955
0.895 2.1 0.0022594
0.895 2.15 0.00228173
0.895 2.2 0.0023668
0.895 2.25 0.00221773
0.895 2.3 0.00233334
0.895 2.35 0.00235105
0.895 2.4 0.00273694
0.895 2.45 0.00282041
0.895 2.5 0.00305551
0.895 2.55 0.003258
0.895 2.6 0.00383092
0.895 2.65 0.00403013
0.895 2.7 0.00432465
0.895 2.75 0.0046962
0.895 2.8 0.00474311
0.895 2.85 0.00470849
0.895 2.9 0.0050662
0.895 2.95 0.00536881
0.895 3 0.00509032
0.895 3.05 0.00512555
0.895 3.1 0.00491657
0.895 3.15 0.00561538
0.895 3.2 0.00648144
0.895 3.25 0.00575756
0.895 3.3 0.00620656
0.895 3.35 0.00615289
0.895 3.4 0.0068697
0.895 3.45 0.00720305
0.895 3.5 0.00773021
0.895 3.55 0.00747203
0.895 3.6 0.00809397
0.895 3.65 0.00866003
0.895 3.7 0.00948195
0.895 3.75 0.00995824
0.895 3.8 0.0109565
0.895 3.85 0.0117904
0.895 3.9 0.0126198
0.895 3.95 0.0108453
0.895 4 0.00773597
0.895 4.05 0.00491667
0.895 4.1 0.00327185
0.895 4.15 0.00236373
0.895 4.2 0.00181147
0.895 4.25 0.00143608
0.895 4.3 0.00117794
0.895 4.35 0.000976935
0.895 4.4 0.000835535
0.895 4.45 0.000715864
0.895 4.5 0.000633766
0.895 4.55 0.000548216
0.895 4.6 0.000497763
0.895 4.65 0.000458707
0.895 4.7 0.000399082
0.895 4.75 0.000364139
0.895 4.8 0.00033295
0.895 4.85 0.000311457
0.895 4.9 0.000297714
0.895 4.95 0.000271194
0.895 5 0.000249752
0.9 0 5.04056e-05
0.9 0.05 5.40558e-05
0.9 0.1 5.78172e-05
0.9 0.15 5.98203e-05
0.9 0.2 6.20749e-05
0.9 0.25 6.50206e-05
0.9 0.3 6.88677e-05
0.9 0.35 7.22449e-05
0.9 0.4 7.68682e-05
0.9 0.45 8.19605e-05
0.9 0.5 8.31801e-05
0.9 0.55 8.8524e-05
0.9 0.6 9.10479e-05
0.9 0.65 0.000105765
0.9 0.7 0.000110638
0.9 0.75 0.000120397
0.9 0.8 0.000125381
0.9 0.85 0.000126799
0.9 0.9 0.000127177
0.9 0.95 0.000150732
0.9 1 0.000168959
0.9 1.05 0.000160226
0.9 1.1 0.00023327
0.9 1.15 0.000256948
0.9 1.2 0.000341645
0.9 1.25 0.000336253
0.9 1.3 0.000471064
0.9 1.35 0.000603727
0.9 1.4 0.000762364
0.9 1.45 0.00114609
0.9 1.5 0.00135904
0.9 1.55 0.00166465
0.9 1.6 0.00174151
0.9 1.65 0.00169223
0.9 1.7 0.00189092
0.9 1.75 0.00196664
0.9 1.8 0.00193378
0.9 1.85 0.00195154
0.9 1.9 0.00199228
0.9 1.95 0.00198634
0.9 2 0.00219058
0.9 2.05 0.00208354
0.9 2.1 0.0022212
0.9 2.15 0.00223063
0.9 2.2 0.00235729
0.9 2.25 0.00226359
0.9 2.3 0.00227933
0.9 2.35 0.00237752
0.9 2.4 0.00273639
0.9 2.45 0.00284464
0.9 2.5 0.00320511
0.9 2.55 0.00345444
0.9 2.6 0.00397015
0.9 2.65 0.00405697
0.9 2.7 0.00441765
0.9 2.75 0.0046281
0.9 2.8 0.0047584
0.9 2.85 0.00478247
0.9 2.9 0.00518951
0.9 2.95 0.00542553
0.9 3 0.00489269
0.9 3.05 0.00513834
0.9 3.1 0.00489961
0.9 3.15 0.00551054
0.9 3.2 0.00639284
0.9 3.25 0.0056992
0.9 3.3 0.00618977
0.9 3.35 0.00616625
0.9 3.4 0.00681279
0.9 3.45 0.00713568
0.9 3.5 0.00769936
0.9 3.55 0.00747391
0.9 3.6 0.00796821
0.9 3.65 0.00854999
0.9 3.7 0.00940469
0.9 3.75 0.00976323
0.9 3.8 0.0108002
0.9 3.85 0.0117395
0.9 3.9 0.0126823
0.9 3.95 0.0111134
0.9 4 0.00808292
0.9 4.05 0.00511308
0.9 4.1 0.00339635
0.9 4.15 0.00244227
0.9 4.2 0.00186584
0.9 4.25 0.00148258
0.9 4.3 0.00120007
0.9 4.35 0.000991973
0.9 4.4 0.000849911
0.9 4.45 0.000728603
0.9 4.5 0.000642998
0.9 4.55 0.000554024
0.9 4.6 0.000503977
0.9 4.65 0.00045326
0.9 4.7 0.000408394
0.9 4.75 0.000370523
0.9 4.8 0.000344249
0.9 4.85 0.000315591
0.9 4.9 0.000312178
0.9 4.95 0.000279434
0.9 5 0.000257369
0.905 0 5.47371e-05
0.905 0.05 5.72195e-05
0.905 0.1 5.9364e-05
0.905 0.15 6.04269e-05
0.905 0.2 6.19959e-05
0.905 0.25 6.45494e-05
0.905 0.3 6.77014e-05
0.905 0.35 7.16739e-05
0.905 0.4 7.54891e-05
0.905 0.45 7.98752e-05
0.905 0.5 8.3994e-05
0.905 0.55 8.69699e-05
0.905 0.6 9.55681e-05
0.905 0.65 0.00010323
0.905 0.7 0.00010345
0.905 0.75 0.000113745
0.905 0.8 0.000121326
0.905 0.85 0.000117961
0.905 0.9 0.000123896
0.905 0.95 0.000156279
0.905 1 0.000150801
0.905 1.05 0.000150033
0.905 1.1 0.000226676
0.905 1.15 0.000239821
0.905 1.2 0.000322452
0.905 1.25 0.000306941
0.905 1.3 0.000411026
0.905 1.35 0.000529587
0.905 1.4 0.000611293
0.905 1.45 0.000933362
0.905 1.5 0.00119813
0.905 1.55 0.00154336
0.905 1.6 0.00168636
0.905 1.65 0.00166478
0.905 1.7 0.00186978
0.905 1.75 0.00197074
0.905 1.8 0.00190426
0.905 1.85 0.00193166
0.905 1.9 0.00198453
0.905 1.95 0.00197335
0.905 2 0.00218027
0.905 2.05 0.0020629
0.905 2.1 0.00222007
0.905 2.15 0.00218174
0.905 2.2 0.00235416
0.905 2.25 0.00224122
0.905 2.3 0.00228901
0.905 2.35 0.00239847
0.905 2.4 0.00271408
0.905 2.45 0.00289989
0.905 2.5 0.0033596
0.905 2.55 0.00361046
0.905 2.6 0.00405196
0.905 2.65 0.00402776
0.905 2.7 0.00446912
0.905 2.75 0.00452526
0.905 2.8 0.00486093
0.905 2.85 0.0048379
0.905 2.9 0.00523961
0.905 2.95 0.00546217
0.905 3 0.00493548
0.905 3.05 0.00520413
0.905 3.1 0.004848
0.905 3.15 0.0055002
0.905 3.2 0.00639765
0.905 3.25 0.00568014
0.905 3.3 0.00616327
0.905 3.35 0.00618665
0.905 3.4 0.00678282
0.905 3.45 0.00706851
0.905 3.5 0.00767443
0.905 3.55 0.00748638
0.905 3.6 0.00791809
0.905 3.65 0.00843947
0.905 3.7 0.00932883
0.905 3.75 0.00959808
0.905 3.8 0.0106213
0.905 3.85 0.0116319
0.905 3.9 0.012718
0.905 3.95 0.0113885
0.905 4 0.00839714
0.905 4.05 0.00532942
0.905 4.1 0.00352241
0.905 4.15 0.00251556
0.905 4.2 0.00191824
0.905 4.25 0.00152154
0.905 4.3 0.00122376
0.905 4.35 0.00100935
0.905 4.4 0.000866216
0.905 4.45 0.000746943
0.905 4.5 0.000645725
0.905 4.55 0.000563267
0.905 4.6 0.000509002
0.905 4.65 0.000456373
0.905 4.7 0.000418825
0.905 4.75 0.000380276
0.905 4.8 0.000353959
0.905 4.85 0.000317592
0.905 4.9 0.000305624
0.905 4.95 0.000286631
0.905 5 0.00025841
0.91 0 5.66728e-05
0.91 0.05 5.85608e-05
0.91 0.1 5.98113e-05
0.91 0.15 6.03306e-05
0.91 0.2 6.16161e-05
0.91 0.25 6.38951e-05
0.91 0.3 6.68321e-05
0.91 0.35 7.05141e-05
0.91 0.4 7.42317e-05
0.91 0.45 7.85295e-05
0.91 0.5 8.43244e-05
0.91 0.55 8.61652e-05
0.91 0.6 9.32626e-05
0.91 0.65 9.91456e-05
0.91 0.7 9.8214e-05
0.91 0.75 0.000106803
0.91 0.8 0.000118376
0.91 0.85 0.000115965
0.91 0.9 0.000117414
0.91 0.95 0.000148001
0.91 1 0.000132941
0.91 1.05 0.000142456
0.91 1.1 0.000214094
0.91 1.15 0.000222264
0.91 1.2 0.000307027
0.91 1.25 0.000280544
0.91 1.3 0.000375571
0.91 1.35 0.000467506
0.91 1.4 0.000500449
0.91 1.45 0.000766345
0.91 1.5 0.00100432
0.91 1.55 0.00136529
0.91 1.6 0.00158327
0.91 1.65 0.00161644
0.91 1.7 0.00182028
0.91 1.75 0.0019906
0.91 1.8 0.00191539
0.91 1.85 0.00190329
0.91 1.9 0.00197446
0.91 1.95 0.00194403
0.91 2 0.00215108
0.91 2.05 0.00203227
0.91 2.1 0.00227142
0.91 2.15 0.00216925
0.91 2.2 0.00235919
0.91 2.25 0.00220157
0.91 2.3 0.00236903
0.91 2.35 0.00242662
0.91 2.4 0.0027452
0.91 2.45 0.00302375
0.91 2.5 0.00347085
0.91 2.55 0.00372022
0.91 2.6 0.00403351
0.91 2.65 0.00396831
0.91 2.7 0.00444678
0.91 2.75 0.00448966
0.91 2.8 0.00495005
0.91 2.85 0.00481146
0.91 2.9 0.00517865
0.91 2.95 0.00531755
0.91 3 0.00509143
0.91 3.05 0.00526671
0.91 3.1 0.00480441
0.91 3.15 0.00556798
0.91 3.2 0.00643231
0.91 3.25 0.00574295
0.91 3.3 0.00612345
0.91 3.35 0.00617756
0.91 3.4 0.00672292
0.91 3.45 0.00697023
0.91 3.5 0.00768143
0.91 3.55 0.00753779
0.91 3.6 0.00794946
0.91 3.65 0.00838301
0.91 3.7 0.00926725
0.91 3.75 0.00945324
0.91 3.8 0.0103936
0.91 3.85 0.0115298
0.91 3.9 0.0127139
0.91 3.95 0.0116658
0.91 4 0.00867301
0.91 4.05 0.00554235
0.91 4.1 0.003649
0.91 4.15 0.00259147
0.91 4.2 0.00196873
0.91 4.25 0.00154972
0.91 4.3 0.0012501
0.91 4.35 0.00103009
0.91 4.4 0.000881393
0.91 4.45 0.000763809
0.91 4.5 0.000647535
0.91 4.55 0.000574599
0.91 4.6 0.000513712
0.91 4.65 0.000469129
0.91 4.7 0.000427813
0.91 4.75 0.000382908
0.91 4.8 0.00035283
0.91 4.85 0.000321651
0.91 4.9 0.000292788
0.91 4.95 0.000284357
0.91 5 0.000254736
0.915 0 5.16443e-05
0.915 0.05 5.44562e-05
0.915 0.1 5.70304e-05
0.915 0.15 5.82558e-05
0.915 0.2 5.99629e-05
0.915 0.25 6.24268e-05
0.915 0.3 6.58481e-05
0.915 0.35 6.87547e-05
0.915 0.4 7.31578e-05
0.915 0.45 7.78881e-05
0.915 0.5 8.11269e-05
0.915 0.55 8.38525e-05
0.915 0.6 8.4312e-05
0.915 0.65 9.72431e-05
0.915 0.7 9.83816e-05
0.915 0.75 0.000106736
0.915 0.8 0.000115412
0.915 0.85 0.000119659
0.915 0.9 0.000111046
0.915 0.95 0.000127584
0.915 1 0.000130546
0.915 1.05 0.000140389
0.915 1.1 0.000199614
0.915 1.15 0.000202415
0.915 1.2 0.000291838
0.915 1.25 0.000253973
0.915 1.3 0.00035482
0.915 1.35 0.000412837
0.915 1.4 0.000420602
0.915 1.45 0.00066811
0.915 1.5 0.000833188
0.915 1.55 0.00117985
0.915 1.6 0.0014501
0.915 1.65 0.00155573
0.915 1.7 0.00175958
0.915 1.75 0.00198987
0.915 1.8 0.00191113
0.915 1.85 0.00187189
0.915 1.9 0.00194544
0.915 1.95 0.00194713
0.915 2 0.0021362
0.915 2.05 0.00200906
0.915 2.1 0.00227485
0.915 2.15 0.00217217
0.915 2.2 0.00233509
0.915 2.25 0.00222666
0.915 2.3 0.00239502
0.915 2.35 0.00249548
0.915 2.4 0.00284247
0.915 2.45 0.00320104
0.915 2.5 0.003652
0.915 2.55 0.00383231
0.915 2.6 0.00400295
0.915 2.65 0.0039453
0.915 2.7 0.00445085
0.915 2.75 0.00446058
0.915 2.8 0.00492914
0.915 2.85 0.00476102
0.915 2.9 0.00516226
0.915 2.95 0.00516581
0.915 3 0.00502988
0.915 3.05 0.00530165
0.915 3.1 0.0047991
0.915 3.15 0.00552573
0.915 3.2 0.00638288
0.915 3.25 0.00579642
0.915 3.3 0.00608703
0.915 3.35 0.00617545
0.915 3.4 0.00663752
0.915 3.45 0.00687324
0.915 3.5 0.00768811
0.915 3.55 0.00759396
0.915 3.6 0.00792342
0.915 3.65 0.0083573
0.915 3.7 0.00921491
0.915 3.75 0.00929861
0.915 3.8 0.010149
0.915 3.85 0.0114948
0.915 3.9 0.0126931
0.915 3.95 0.0119028
0.915 4 0.00894106
0.915 4.05 0.00573216
0.915 4.1 0.00377365
0.915 4.15 0.00267586
0.915 4.2 0.00201871
0.915 4.25 0.00158202
0.915 4.3 0.00127958
0.915 4.35 0.00105037
0.915 4.4 0.000896284
0.915 4.45 0.000774641
0.915 4.5 0.000658259
0.915 4.55 0.000583138
0.915 4.6 0.000516978
0.915 4.65 0.000476498
0.915 4.7 0.000433887
0.915 4.75 0.000381672
0.915 4.8 0.000344884
0.915 4.85 0.000330273
0.915 4.9 0.000299149
0.915 4.95 0.000282048
0.915 5 0.000256149
0.92 0 4.87155e-05
0.92 0.05 5.19844e-05
0.92 0.1 5.52821e-05
0.92 0.15 5.68932e-05
0.92 0.2 5.86729e-05
0.92 0.25 6.12381e-05
0.92 0.3 6.48177e-05
0.92 0.35 6.76551e-05
0.92 0.4 7.22332e-05
0.92 0.45 7.70118e-05
0.92 0.5 7.76685e-05
0.92 0.55 8.0976e-05
0.92 0.6 8.16289e-05
0.92 0.65 9.7791e-05
0.92 0.7 9.89307e-05
0.92 0.75 0.000109526
0.92 0.8 0.000112688
0.92 0.85 0.000118946
0.92 0.9 0.000109733
0.92 0.95 0.000116795
0.92 1 0.000135711
0.92 1.05 0.000139812
0.92 1.1 0.000195212
0.92 1.15 0.000183208
0.92 1.2 0.000279032
0.92 1.25 0.000231891
0.92 1.3 0.00033168
0.92 1.35 0.00036966
0.92 1.4 0.000363703
0.92 1.45 0.000600395
0.92 1.5 0.000713212
0.92 1.55 0.0010136
0.92 1.6 0.001287
0.92 1.65 0.00147409
0.92 1.7 0.00169131
0.92 1.75 0.00196071
0.92 1.8 0.00187631
0.92 1.85 0.0018514
0.92 1.9 0.00193727
0.92 1.95 0.00197101
0.92 2 0.00214842
0.92 2.05 0.00200061
0.92 2.1 0.00221456
0.92 2.15 0.00216569
0.92 2.2 0.00228296
0.92 2.25 0.00228137
0.92 2.3 0.00233695
0.92 2.35 0.00259642
0.92 2.4 0.00293294
0.92 2.45 0.0033747
0.92 2.5 0.00393881
0.92 2.55 0.00393045
0.92 2.6 0.00402851
0.92 2.65 0.00396439
0.92 2.7 0.00452971
0.92 2.75 0.0043788
0.92 2.8 0.00486578
0.92 2.85 0.00475986
0.92 2.9 0.00524597
0.92 2.95 0.00517832
0.92 3 0.00484867
0.92 3.05 0.0053393
0.92 3.1 0.00480477
0.92 3.15 0.00537249
0.92 3.2 0.00630343
0.92 3.25 0.00578117
0.92 3.3 0.00606562
0.92 3.35 0.00620993
0.92 3.4 0.00658621
0.92 3.45 0.00680673
0.92 3.5 0.00765466
0.92 3.55 0.00760756
0.92 3.6 0.0078273
0.92 3.65 0.00829874
0.92 3.7 0.00913888
0.92 3.75 0.00914743
0.92 3.8 0.00994087
0.92 3.85 0.0114614
0.92 3.9 0.0126824
0.92 3.95 0.0120866
0.92 4 0.00921253
0.92 4.05 0.00591991
0.92 4.1 0.00389621
0.92 4.15 0.00276105
0.92 4.2 0.00206979
0.92 4.25 0.00162397
0.92 4.3 0.00130934
0.92 4.35 0.0010672
0.92 4.4 0.000912918
0.92 4.45 0.000782209
0.92 4.5 0.000675705
0.92 4.55 0.000588511
0.92 4.6 0.000520176
0.92 4.65 0.000473391
0.92 4.7 0.000436301
0.92 4.75 0.000388735
0.92 4.8 0.000343798
0.92 4.85 0.000336799
0.92 4.9 0.000316448
0.92 4.95 0.000289757
0.92 5 0.000261402
0.925 0 5.20726e-05
0.925 0.05 5.44664e-05
0.925 0.1 5.65275e-05
0.925 0.15 5.73936e-05
0.925 0.2 5.86654e-05
0.925 0.25 6.08862e-05
0.925 0.3 6.392e-05
0.925 0.35 6.7354e-05
0.925 0.4 7.10897e-05
0.925 0.45 7.55932e-05
0.925 0.5 7.73152e-05
0.925 0.55 7.99297e-05
0.925 0.6 8.76638e-05
0.925 0.65 9.70277e-05
0.925 0.7 9.47296e-05
0.925 0.75 0.000106949
0.925 0.8 0.000111075
0.925 0.85 0.000112073
0.925 0.9 0.000111475
0.925 0.95 0.000121078
0.925 1 0.000130499
0.925 1.05 0.000136379
0.925 1.1 0.000196509
0.925 1.15 0.00016975
0.925 1.2 0.000267639
0.925 1.25 0.000219869
0.925 1.3 0.000307877
0.925 1.35 0.000330388
0.925 1.4 0.000320483
0.925 1.45 0.000530071
0.925 1.5 0.000621281
0.925 1.55 0.000850759
0.925 1.6 0.00108768
0.925 1.65 0.00134091
0.925 1.7 0.00159642
0.925 1.75 0.00192421
0.925 1.8 0.00185561
0.925 1.85 0.00184034
0.925 1.9 0.0019744
0.925 1.95 0.00196168
0.925 2 0.00216059
0.925 2.05 0.00199304
0.925 2.1 0.00219833
0.925 2.15 0.00216947
0.925 2.2 0.00225499
0.925 2.25 0.00228212
0.925 2.3 0.00231021
0.925 2.35 0.00267935
0.925 2.4 0.0029899
0.925 2.45 0.00352655
0.925 2.5 0.00416867
0.925 2.55 0.0039554
0.925 2.6 0.00406567
0.925 2.65 0.00397657
0.925 2.7 0.0045956
0.925 2.75 0.00430454
0.925 2.8 0.00486503
0.925 2.85 0.00476957
0.925 2.9 0.00528941
0.925 2.95 0.00521505
0.925 3 0.00489856
0.925 3.05 0.00539729
0.925 3.1 0.00479185
0.925 3.15 0.00530754
0.925 3.2 0.00632307
0.925 3.25 0.00576231
0.925 3.3 0.00605158
0.925 3.35 0.00624079
0.925 3.4 0.00658438
0.925 3.45 0.00674463
0.925 3.5 0.00760611
0.925 3.55 0.00759353
0.925 3.6 0.00779798
0.925 3.65 0.00821127
0.925 3.7 0.0090261
0.925 3.75 0.00903314
0.925 3.8 0.00977738
0.925 3.85 0.0113653
0.925 3.9 0.0126683
0.925 3.95 0.0122528
0.925 4 0.00945954
0.925 4.05 0.00612956
0.925 4.1 0.00401735
0.925 4.15 0.00283721
0.925 4.2 0.00212127
0.925 4.25 0.00166246
0.925 4.3 0.00133492
0.925 4.35 0.00108295
0.925 4.4 0.000929027
0.925 4.45 0.000791389
0.925 4.5 0.000688609
0.925 4.55 0.000595951
0.925 4.6 0.000526481
0.925 4.65 0.000472459
0.925 4.7 0.000436303
0.925 4.75 0.000403489
0.925 4.8 0.000355561
0.925 4.85 0.000333864
0.925 4.9 0.000318542
0.925 4.95 0.00029959
0.925 5 0.000262068
0.93 0 5.37359e-05
0.93 0.05 5.5665e-05
0.93 0.1 5.69897e-05
0.93 0.15 5.73831e-05
0.93 0.2 5.84778e-05
0.93 0.25 6.04431e-05
0.93 0.3 6.30692e-05
0.93 0.35 6.66586e-05
0.93 0.4 6.97419e-05
0.93 0.45 7.43253e-05
0.93 0.5 7.76512e-05
0.93 0.55 8.00564e-05
0.93 0.6 8.95044e-05
0.93 0.65 9.34338e-05
0.93 0.7 8.93929e-05
0.93 0.75 0.000100931
0.93 0.8 0.000110184
0.93 0.85 0.000108884
0.93 0.9 0.000110331
0.93 0.95 0.000122774
0.93 1 0.000117424
0.93 1.05 0.000131722
0.93 1.1 0.000188334
0.93 1.15 0.000159984
0.93 1.2 0.000253066
0.93 1.25 0.00021499
0.93 1.3 0.000294603
0.93 1.35 0.00028642
0.93 1.4 0.00028605
0.93 1.45 0.00047118
0.93 1.5 0.000536162
0.93 1.55 0.000689605
0.93 1.6 0.000874922
0.93 1.65 0.00114881
0.93 1.7 0.00146467
0.93 1.75 0.00187891
0.93 1.8 0.00185238
0.93 1.85 0.00182351
0.93 1.9 0.00200954
0.93 1.95 0.0019287
0.93 2 0.00215408
0.93 2.05 0.00198401
0.93 2.1 0.00225392
0.93 2.15 0.0022017
0.93 2.2 0.00227095
0.93 2.25 0.0022571
0.93 2.3 0.00236218
0.93 2.35 0.00272966
0.93 2.4 0.00308462
0.93 2.45 0.00368649
0.93 2.5 0.00422538
0.93 2.55 0.00393432
0.93 2.6 0.00406968
0.93 2.65 0.00398105
0.93 2.7 0.00459801
0.93 2.75 0.00427467
0.93 2.8 0.00488733
0.93 2.85 0.00472571
0.93 2.9 0.00522579
0.93 2.95 0.00512124
0.93 3 0.00511896
0.93 3.05 0.00544595
0.93 3.1 0.0047813
0.93 3.15 0.00535698
0.93 3.2 0.00640116
0.93 3.25 0.00578553
0.93 3.3 0.0060376
0.93 3.35 0.00622643
0.93 3.4 0.00658244
0.93 3.45 0.00667039
0.93 3.5 0.00760211
0.93 3.55 0.00760129
0.93 3.6 0.00785426
0.93 3.65 0.00815754
0.93 3.7 0.00891231
0.93 3.75 0.00894415
0.93 3.8 0.00962909
0.93 3.85 0.0112827
0.93 3.9 0.0126249
0.93 3.95 0.01243
0.93 4 0.00966226
0.93 4.05 0.00634157
0.93 4.1 0.00413456
0.93 4.15 0.00290786
0.93 4.2 0.0021708
0.93 4.25 0.00169017
0.93 4.3 0.00135709
0.93 4.35 0.00110171
0.93 4.4 0.000939727
0.93 4.45 0.000802844
0.93 4.5 0.000694592
0.93 4.55 0.000606794
0.93 4.6 0.000533964
0.93 4.65 0.000481465
0.93 4.7 0.000437676
0.93 4.75 0.000411851
0.93 4.8 0.000370079
0.93 4.85 0.000327038
0.93 4.9 0.000308049
0.93 4.95 0.000299268
0.93 5 0.000259903
0.935 0 4.99383e-05
0.935 0.05 5.25808e-05
0.935 0.1 5.48804e-05
0.935 0.15 5.58179e-05
0.935 0.2 5.72299e-05
0.935 0.25 5.94212e-05
0.935 0.3 6.22678e-05
0.935 0.35 6.52848e-05
0.935 0.4 6.87739e-05
0.935 0.45 7.36002e-05
0.935 0.5 7.53814e-05
0.935 0.55 7.89029e-05
0.935 0.6 8.15858e-05
0.935 0.65 8.98974e-05
0.935 0.7 8.90064e-05
0.935 0.75 9.94816e-05
0.935 0.8 0.000108832
0.935 0.85 0.000113677
0.935 0.9 0.000104596
0.935 0.95 0.000112558
0.935 1 0.000114443
0.935 1.05 0.000128527
0.935 1.1 0.000171341
0.935 1.15 0.000147452
0.935 1.2 0.000236212
0.935 1.25 0.000206725
0.935 1.3 0.000287506
0.935 1.35 0.000244354
0.935 1.4 0.00026315
0.935 1.45 0.000440831
0.935 1.5 0.000467991
0.935 1.55 0.000561247
0.935 1.6 0.000694207
0.935 1.65 0.000939895
0.935 1.7 0.00131011
0.935 1.75 0.00179045
0.935 1.8 0.00180717
0.935 1.85 0.00179347
0.935 1.9 0.00199953
0.935 1.95 0.00192782
0.935 2 0.00214336
0.935 2.05 0.00199114
0.935 2.1 0.00227272
0.935 2.15 0.00223603
0.935 2.2 0.00229322
0.935 2.25 0.00229738
0.935 2.3 0.00240074
0.935 2.35 0.00279167
0.935 2.4 0.00326476
0.935 2.45 0.00385144
0.935 2.5 0.00421476
0.935 2.55 0.003958
0.935 2.6 0.0040748
0.935 2.65 0.00402829
0.935 2.7 0.0046156
0.935 2.75 0.00422045
0.935 2.8 0.00484335
0.935 2.85 0.0046681
0.935 2.9 0.00518077
0.935 2.95 0.0050324
0.935 3 0.0051478
0.935 3.05 0.0054621
0.935 3.1 0.0047981
0.935 3.15 0.00532821
0.935 3.2 0.00638844
0.935 3.25 0.00578449
0.935 3.3 0.00602799
0.935 3.35 0.00618712
0.935 3.4 0.00655282
0.935 3.45 0.00662013
0.935 3.5 0.00764144
0.935 3.55 0.00762664
0.935 3.6 0.00785659
0.935 3.65 0.00814723
0.935 3.7 0.00883362
0.935 3.75 0.00884625
0.935 3.8 0.00948289
0.935 3.85 0.0112996
0.935 3.9 0.0125649
0.935 3.95 0.0126047
0.935 4 0.00984311
0.935 4.05 0.0065215
0.935 4.1 0.00424447
0.935 4.15 0.00298212
0.935 4.2 0.00221719
0.935 4.25 0.00171786
0.935 4.3 0.00138094
0.935 4.35 0.00112354
0.935 4.4 0.000945309
0.935 4.45 0.000814038
0.935 4.5 0.000702477
0.935 4.55 0.000614614
0.935 4.6 0.000536614
0.935 4.65 0.000490765
0.935 4.7 0.000442784
0.935 4.75 0.000409255
0.935 4.8 0.000374631
0.935 4.85 0.000328001
0.935 4.9 0.000308279
0.935 4.95 0.000292257
0.935 5 0.000262948
0.94 0 4.7627e-05
0.94 0.05 5.06404e-05
0.94 0.1 5.34949e-05
0.94 0.15 5.47622e-05
0.94 0.2 5.61883e-05
0.94 0.25 5.85763e-05
0.94 0.3 6.16522e-05
0.94 0.35 6.43218e-05
0.94 0.4 6.82671e-05
0.94 0.45 7.29256e-05
0.94 0.5 7.25016e-05
0.94 0.55 7.66984e-05
0.94 0.6 7.55283e-05
0.94 0.65 8.86231e-05
